Hash_SHA256,Attack_Pattern,Context,TPs,FPs,FNs
c473ec1c243edf091619490aa94df602266b3d99c5eedbf7fbc464433fbc6d3e,a malicious ZIP file named “ Internal _ Discussion_Press_Release_In_Next_Week8.zip ”," Rocketmail is a free webmail service. The account “kevin.mandia@rocketmail.com” does not belong to Mr. Mandia. Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:.",[],"['T1059', 'T1071.001', 'T1059.001', 'T1204.002', 'T1132.001', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005']",[]
397d4612485bdb246559a5cb58980c12d217d014f021d9b61964c607b9ebbb08,This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE," The account “kevin.mandia@rocketmail.com” does not belong to Mr. Mandia. Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets.",[],"['T1059', 'T1071.001', 'T1059.001', 'T1204.002', 'T1547.001', 'T1106', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1070.004', 'T1564.003', 'T1059.007', 'T1204.001', 'T1189', 'T1218.011', 'T1059.005', 'T1070.006']",[]
db6cacceb4a43edf91193299622e63bf29b70dea43db7cc484130dcc3aafae48,a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE," The account “kevin.mandia@rocketmail.com” does not belong to Mr. Mandia. Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets.",[],"['T1059', 'T1071.001', 'T1059.001', 'T1204.002', 'T1547.001', 'T1106', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1070.004', 'T1564.003', 'T1059.007', 'T1204.001', 'T1189', 'T1218.011', 'T1059.005', 'T1070.006']",['T1036.005']
f9fba3dfcd4b9e7682ef036dae990f9e63f0e6b066cb22c4da1cd9ec1a60d097,a custom APT1 backdoor that we call WEBC2-TABLE," The account “kevin.mandia@rocketmail.com” does not belong to Mr. Mandia. Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets.",[],"['T1059', 'T1071.001', 'T1059.001', 'T1204.002', 'T1547.001', 'T1106', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1070.004', 'T1059.007', 'T1204.001', 'T1189', 'T1218.011', 'T1059.005']",['T1036.005']
1658c03dcd03272d03628cb191743c29eeb9d431739e43262bdd567578a65ea6,the files that APT1 actors attach," Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry.",[],"['T1071.001', 'T1204.002', 'T1036', 'T1105', 'T1203', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005']",[]
7ad499bdb2b6bc736046428b7f3e221c92c0a28baee51ef6454a2306ef74305d,APT1 actors spear phishing emails," Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry.",[],"['T1071.001', 'T1204.002', 'T1036', 'T1105', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005']",[]
bb86c909ba883a0e564d8ec62e3546b326af72a28aa6d80f261d3d05866c5d5e,the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format," Rather, an APT1 actor likely signed up for the account specifically for this spear phishing event. If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry.",[],"['T1071.001', 'T1204.002', 'T1036', 'T1105', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005']",[]
e3eefb1aae4fc8f4a9dff597f9dcbc060b682052cdae99d5cd731e72e2e48176,Below is a sampling of file names that APT1 has used with their malicious ZIP files," If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances.",[],"['T1059', 'T1071.001', 'T1059.001', 'T1204.002', 'T1106', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005', 'T1070.006']",[]
689dd649e6248ff076f52294715961119491ef930d3d82a873bce799677f7a94,file names that APT1 used with their malicious ZIP files," If anyone had clicked on the link that day (which no one did, thankfully), their computer would have downloaded a malicious ZIP file named “Internal_ Discussion_Press_Release_In_Next_Week8.zip”. This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances.",[],"['T1059', 'T1071.001', 'T1204.002', 'T1106', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1218.011', 'T1059.005']",[]
1c730e3c14ec6700b5e2dee2dcbfbef0954266fe9f383efa4e566de33ed7b797,"The example file names include military, economic, and diplomatic themes suggesting the wide range of industries that APT1 targets"," This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”.",[],"['T1027', 'T1059', 'T1059.001', 'T1204.002', 'T1106', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1218.011', 'T1059.005', 'T1070.006']",[]
1291848b7bd2bb3b2235c6a29ea84a01233566f1f6b7529995c4282602a94d11,suggesting the wide range of industries that APT1 targets," This file contained a malicious executable that installs a custom APT1 backdoor that we call WEBC2-TABLE. Although the files that APT1 actors attach or link to spear phishing emails are not always in ZIP format, this is the predominant trend we have observed in the last several years. Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”.",[],"['T1059.001', 'T1204.002', 'T1106', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1218.011', 'T1059.005']",['T1036.005']
680155749c3c302633ea87d46d7124d9773d38af308eafc45b25744c21cb89c7,On some occasions unsuspecting email recipients replied to the spear phishing messages believing they were communicating with their acquaintances," Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files.",[],"['T1102.002', 'T1071.001', 'T1204.002', 'T1036', 'T1105', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1070.006']",['T1036.005']
388026e4e933cdcc188deaeb4210f2a162f5003a35d9335b41afe0c23145da4e,unsuspecting email recipients believing they were communicating with their acquaintances," Below is a sampling of file names that APT1 has used with their malicious ZIP files:. The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files.",[],"['T1102.002', 'T1071.001', 'T1204.002', 'T1036', 'T1105', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189']",['T1036.005']
36511f05876aae4a2218691d7c4d48f51187799e05a10222b7750ba3b2d5f150,so I n’t open it," The example file names include military, economic, and diplomatic themes, suggesting the wide range of industries that APT1 targets. Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:.",[],"['T1204.002', 'T1036', 'T1059.007']",['T1036.005']
84554e724f8ad436d9185cd269a0a54b0abe6fb58d05e1d86328a8579f6ddb30,Would you click on this," Some names are also generic (e.g., “updated_office_contact_v1.zip”) and could be used for targets in any industry. On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:. This is not a PDF file.",[],"['T1071.001', 'T1204.002', 'T1036', 'T1105', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005', 'T1070.006']",['T1036.005']
9aeedd5d41e29e256841d1ce67445e508997c59b931a928e3a9e97b98dba0103,Some APT1 actors gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files," On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension.",[],"['T1071.001', 'T1204.002', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1059.005', 'T1070.006']",['T1036.005']
ab13eddc865db28ba2021820b782889aab84651272249f18b1f6b7b209774bc0,making the malicious software inside their ZIP files look like benign Adobe PDF files," On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension.",[],"['T1071.001', 'T1204.002', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1027.001', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1189', 'T1070.006']",['T1036.005']
0856401ba0867efadb0976aa627d1dae8eff7cd1ffdc46d7f651231ebfbb1433,the malicious software inside their ZIP files look like benign Adobe PDF files," On some occasions, unsuspecting email recipients have replied to the spear phishing messages, believing they were communicating with their acquaintances. In one case a person replied, “I’m not sure if this is legit, so I didn’t open it.” Within 20 minutes, someone in APT1 responded with a terse email back: “It’s legit.”. Would you click on this? Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension.",[],"['T1071.001', 'T1204.002', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1027.001', 'T1140', 'T1059.007', 'T1204.001', 'T1070.006']",[]
223803a184d52701a755b51d0d8fb402930e5390241442497c57ef12b3d6e17c,It looks like the filename has a PDF extension," Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network.",[],"['T1071.001', 'T1204.002', 'T1027.002', 'T1027.005', 'T1036', 'T1203', 'T1140', 'T1059.007', 'T1204.001']",[]
1b3924fe82b301319a9da9136218496e123711efe37615d869cb9d9757616c9b,the filename has a PDF extension," Some APT1 actors have gone to the trouble of making the malicious software inside their ZIP files look like benign Adobe PDF files. Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network.",[],"['T1204.002', 'T1027.005', 'T1036', 'T1204.001']",[]
fa449e5c0a9a450b5a13b5954abb5e1730ebb12765690c52fd9744c1aff47455,APT1 even went to the trouble of turning the executable ’s icon to an Adobe symbol to complete the ruse," Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network. APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed.",[],"['T1059', 'T1204.002', 'T1106', 'T1027.002', 'T1027.005', 'T1036', 'T1203', 'T1140', 'T1059.007', 'T1204.001', 'T1218.011']",[]
bccd7b49e17b24e9ff1010c23ef64ed9922e64eaf341c8c27919932d3bdc0795,APT1 turning the executable ’s icon to an Adobe symbol to complete the ruse," Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network. APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed.",[],"['T1027', 'T1059', 'T1204.002', 'T1106', 'T1027.002', 'T1027.005', 'T1036', 'T1140', 'T1059.007', 'T1204.001', 'T1218.011']",[]
8830e5bafeefc1f73213c49a3130d8edc3501442a7e760400e4975c11eea4efc,complete the ruse," Here is an example:. This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network. APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed.",[],"['T1027.002', 'T1027.005', 'T1036', 'T1059.007', 'T1204.001']",[]
9c921a8abc4eb9d40fe788b0b6402801d0ab16807e8278f5c98611ad74e04277,However this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP," This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network. APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed. A backdoor is software that allows an intruder to send commands to the system remotely.",[],"['T1027', 'T1059', 'T1071.001', 'T1059.001', 'T1204.002', 'T1106', 'T1132.001', 'T1027.002', 'T1027.005', 'T1036', 'T1095', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1070.004', 'T1059.007', 'T1204.001', 'T1218.011', 'T1059.005', 'T1070.006']",[]
7c80271924397ebd76d8e6cf715b7575ec3d611ac6e47c73c904c7197bef6e96,a custom APT1 backdoor that we call WEBC2-QBP," This is not a PDF file. It looks like the filename has a PDF extension but the file name actually includes 119 spaces after “.pdf” followed by “.exe” — the real file extension. APT1 even went to the trouble of turning the executable’s icon to an Adobe symbol to complete the ruse. However, this file is actually a dropper for a custom APT1 backdoor that we call WEBC2-QBP. Establishing a foothold involves actions that ensure control of the target network’s systems from outside the network. APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed. A backdoor is software that allows an intruder to send commands to the system remotely.",[],"['T1027', 'T1059', 'T1071.001', 'T1204.002', 'T1106', 'T1132.001', 'T1027.002', 'T1047', 'T1071.004', 'T1027.005', 'T1036', 'T1095', 'T1105', 'T1027.001', 'T1203', 'T1140', 'T1070.004', 'T1564.003', 'T1059.007', 'T1204.001', 'T1218.011', 'T1059.005', 'T1070.006']",[]
55de5c58d33e7806157d8e86769f2d8f38e8b344e75059e0e0e40bb69a95025b,they keeping malware that is already inside the network from communicating to systems outside," APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed. A backdoor is software that allows an intruder to send commands to the system remotely. In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available.",[],"['T1102.002', 'T1132.001', 'T1071.004', 'T1027.005', 'T1036', 'T1095', 'T1105']",[]
b1e747410595f0c3377635f0ea73bb83ba0436d14b8c8f8f879f9bac8d11a4cb,malware that is already inside the network from communicating to systems outside," APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed. A backdoor is software that allows an intruder to send commands to the system remotely. In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available.",[],"['T1102.002', 'T1132.001', 'T1071.004', 'T1027.005', 'T1036', 'T1095', 'T1105']",[]
8cb656572b1efce73b27c33c67365fc37e34eba9524fe15c689e18cb9432d1e6,communicating to systems outside," APT1 establishes a foothold once email recipients open a malicious file and a backdoor is subsequently installed. A backdoor is software that allows an intruder to send commands to the system remotely. In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available.",[],"['T1102.002', 'T1132.001', 'T1071.004', 'T1027.005', 'T1095', 'T1105']",[]
b8cd9b6fa3d771a99215b9953fea1024fb49cecab0899dbbffeb55845c256b6e,Backdoors installed on compromised systems," A backdoor is software that allows an intruder to send commands to the system remotely. In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”.",[],"['T1102.002', 'T1071.001', 'T1106', 'T1027.002', 'T1071.004', 'T1027.005', 'T1113', 'T1095', 'T1518.001', 'T1105', 'T1070.004', 'T1564.003']",[]
1596179ca360dbd25714d8d91a495db232b6e2f8ad99b369f4ef49589afcd6c3,compromised systems," A backdoor is software that allows an intruder to send commands to the system remotely. In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”.",[],"['T1102.002', 'T1071.001', 'T1106', 'T1071.004', 'T1027.005', 'T1113', 'T1095', 'T1105', 'T1140', 'T1564.003']",[]
408bd1e4560219ea98b1d200e15057183151090177294d270d0e51684d2ee075,Backdoors installed on compromised systems usually initiate connections with C2 servers," A backdoor is software that allows an intruder to send commands to the system remotely. In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”.",[],"['T1102.002', 'T1071.001', 'T1071.004', 'T1027.005', 'T1095', 'T1518.001', 'T1105', 'T1564.003']",[]
